CNAME,GES_FLD,RA,DEC,SNR,TEFF,E_TEFF,LOGG,E_LOGG,FEH,VRAD,E_VRAD,C1,NA1,MG1,AL1,SI1,SI2,CA1,SC1,SC2,TI1,TI2,V1,CR1,CR2,MN1,FE1,FE2,CO1,NI1,CU1,ZN1,Y2,ZR1,BA2,LA2,CE2,ND2,EU2
18264117+0614522,NGC6633,276.67154166666205,6.247833333333228,224.92636000000002,5984.0,56.0,3.9767163,0.11176166,-0.5782189999999999,19.466751000000002,0.3645699,7.77,5.63,7.04,5.78,6.95,7.06,5.931,,2.58,4.35,4.35,3.5470002,4.97,4.9649997,4.68,6.82,6.83,4.32,5.53,3.53,4.024,1.29,,1.5040001,,,0.91,-0.36
18265061+0644331,NGC6633,276.71087499999527,6.742527777777664,66.7834,6039.0,58.0,4.3234987,0.11447141,-0.01,20.28025,0.3651773,8.14,6.09,7.45,6.25,7.41,7.4,6.311,3.884,3.11,4.86,4.89,3.9970002,5.56,5.665,5.27,7.38,7.42,4.85,6.11,4.05,4.394,2.1,,2.124,,,1.44,
18270066+0641148,NGC6633,276.75274999999533,6.687444444444332,118.852135,6407.0,57.0,3.9863646,0.11206579,-3.57223e-05,21.45095,0.36682259999999994,8.14,6.15,7.55,6.38,7.48,7.56,6.431,3.654,3.16,4.9,4.89,4.157,5.58,5.6549997,5.33,7.47,7.47,4.85,6.1,4.17,4.4639999999999995,2.21,,2.2740002,,,1.73,
18274752+0629267,NGC6633,276.94799999999526,6.490749999999889,133.39369,5595.0,57.0,3.9917288,0.11252812,0.17,24.119501,0.3647542,8.35,6.35,7.72,6.61,7.65,7.56,6.601,3.384,3.5,5.09,5.18,4.237,5.77,5.7349997,5.59,7.62,7.64,5.05,6.44,4.33,4.843999999999999,2.29,,2.254,,,1.64,0.48
18270297+0616243,NGC6633,276.76237499999536,6.273416666666563,130.39383999999998,5627.0,59.0,4.2647910000000016,0.11847666,-0.17300000000000001,25.9567,0.36062,8.07,5.98,7.38,,7.3,,6.2810000000000015,2.9539999999999997,3.06,4.71,4.76,3.7870002,5.39,5.455,5.12,7.23,7.33,4.6,5.99,3.88,4.553999999999999,1.86,,1.994,,1.4300001,1.36,
18281667+0642150,NGC6633,277.0694583333287,6.704166666666553,109.25443,5398.0,57.0,4.524667,0.11261404,0.15,26.505753000000002,0.36509144,8.57,6.32,7.65,6.58,7.61,7.5,6.5310000000000015,3.384,3.47,5.11,5.16,4.277,5.76,5.875,5.62,7.57,7.64,5.08,6.45,4.32,4.7139999999999995,2.29,,2.194,,,1.81,0.61
18263798+0623454,NGC6633,276.6582499999953,6.3959444444443365,90.76890999999999,7032.922,500.0,3.547325100000001,0.45,0.0,28.0648,0.32143354,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18265055+0626594,NGC6633,276.71062499999533,6.449833333333224,100.52495,5542.0,58.0,4.3438845,0.11331494,-0.05,29.445,0.36499578,8.3,6.15,7.62,6.47,7.49,7.45,6.421,3.404,3.31,5.01,5.06,4.067,5.56,5.6349998,5.27,7.37,7.41,4.87,6.2,4.2,4.674000299999999,2.03,,1.994,,,1.51,0.52
18271823+0626146,NGC6633,276.82595833332874,6.43738888888878,304.3385,5987.0,56.0,3.7990975,0.11245629,0.34,36.618248,0.3648258,8.46,6.65,7.8,6.66,7.78,7.9,6.721,3.5039999999999996,3.61,5.12,5.22,4.2669997,5.88,5.955,5.74,7.74,7.82,5.12,6.52,4.5,4.974,2.33,,2.344,,1.8499999,1.53,0.42
18280622+0642252,NGC6633,277.025916666662,6.706999999999888,232.45727999999997,8350.0,750.0,3.9075,0.3,-0.25,42.1348,0.18710776,8.34,,7.35,,,,,,3.12,,,,,,,,,,,,,,,,,,,
18273275+0640456,NGC6633,276.88645833332873,6.679333333333219,86.89711,7063.786,500.0,2.7448558999999997,1.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18510029-0617487,NGC6705,282.75120833332863,-6.296861111111005,121.937675,10325.363000000001,750.0,3.561352,0.45,0.5,-169.3506,0.9654437,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18510837-0617495,NGC6705,282.78487499999517,-6.297083333333228,216.8916,4086.0,56.0,1.4165124,0.11109136,-0.198028,-70.939995,0.36463356,,6.24,7.41,6.31,7.56,,6.521,2.9139999999999997,3.08,4.67,4.86,3.877,5.38,5.435,5.32,7.17,7.25,4.86,6.26,4.15,4.294,1.94,2.18,2.2740002,0.7,1.3799999,1.65,0.51
18513636-0617499,NGC6705,282.90149999999517,-6.297194444444338,175.52042,3795.0,57.0,1.1783344,0.11206653,-0.358526,0.24015,0.36500874,,6.45,7.3,6.32,7.87,,6.351,2.8439999,2.98,4.65,4.63,4.0169999999999995,5.47,,5.09,7.03,7.54,4.9,6.45,4.03,3.844,1.93,2.2,2.114,0.14,1.06,1.45,0.26
18512283-0621589,NGC6705,282.8451249999952,-6.3663611111110034,176.1243,4202.0,58.0,1.7930580000000005,0.11295492,0.01,3.8670998,0.36479333,,6.35,7.68,6.63,7.79,,6.681,3.034,3.22,4.79,4.92,4.037,5.58,5.605,5.45,7.34,7.34,5.09,6.49,4.44,4.593999999999999,2.08,2.28,2.124,0.67,1.48,1.56,0.3
18510946-0616320,NGC6705,282.7894166666618,-6.275555555555449,94.70730999999999,10038.190999999999,750.0,3.418593,0.45,0.3,23.6938,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18510557-0616595,NGC6705,282.77320833332857,-6.283194444444338,65.09711,10204.393,750.0,3.3349464,0.45,-0.4,24.8405,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18505551-0618317,NGC6705,282.73129166666195,-6.308805555555447,187.5321,4183.0,66.0,1.462408,0.11694268,-0.45,27.1466,0.3656768,,6.55,7.45,6.74,7.26,,6.591,4.004,2.9,5.5,4.98,4.687,6.0,5.075,5.17,7.25,7.27,4.78,6.34,4.01,4.744,2.48,3.74,2.714,0.49,,2.02,0.26
18504737-0617184,NGC6705,282.6973749999952,-6.288444444444338,201.69812,4318.0,57.0,1.7491747,0.112241976,0.12,32.706604,0.3644172,,6.83,7.64,6.6,7.86,,6.681,3.114,3.37,4.91,5.11,4.137,5.69,5.625,5.58,7.51,7.48,5.12,6.56,4.41,4.624,2.21,2.44,2.464,0.87,1.6400001,1.74,0.38
18505998-0617359,NGC6705,282.74991666666193,-6.29330555555545,102.38,6721.0,170.0,1.2747068000000001,0.47838217,,36.9003,2.174366,,,,,,,,,,,,,,,,7.49,,,,,,,,,,,,
18505529-0615473,NGC6705,282.7303749999952,-6.2631388888887845,60.485424,10716.41,750.0,3.2785714,0.45,-0.15,43.399097,0.31209624,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18510695-0615194,NGC6705,282.7789583333286,-6.255388888888785,68.21670999999999,10239.196,750.0,3.6744337,0.45,-0.1,47.6637,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18511654-0612082,NGC6705,282.8189166666619,-6.202277777777673,45.454679999999996,8300.0,750.0,2.7,1.2,-0.2,48.8713,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18505981-0617243,NGC6705,282.7492083333285,-6.290083333333228,86.55646,10943.036,750.0,3.7357936,0.45,-0.05,,,8.82,,8.04,,,,,,3.51,,,,,,,,,,,,,,,,,,,
18511418-0616418,NGC6705,282.8090833333285,-6.278277777777673,80.019226,9801.587,750.0,3.239815,0.45,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19304646+2015140,NGC6802,292.6935833333283,20.253888888888547,91.64934000000001,4672.0,60.0,2.881109,0.11831786,-0.01,61.7663,0.36497432,8.4,6.11,7.47,6.41,7.51,7.59,6.251,3.1639999999999997,3.27,4.8,4.95,4.0569999999999995,5.53,5.5849996,5.39,7.33,7.39,4.97,6.21,4.12,4.513999999999999,2.12,2.44,1.9040000000000001,0.9,1.6700001,1.64,0.51
13365321-6210050,Pismis18,204.22170833332984,-62.1680555555545,110.16613000000001,4817.0,60.0,2.8806455,0.11544646,0.05,-40.2791,0.3646217,8.15,6.25,7.47,6.38,7.57,7.63,6.381,3.154,3.3,4.85,5.03,4.077,5.62,5.595,5.39,7.45,7.53,4.91,6.28,4.23,4.343999999999999,2.31,2.54,2.214,1.0,1.6800001,1.67,0.45
13372623-6204585,Pismis18,204.35929166666324,-62.08291666666562,96.85455999999999,4420.0,60.0,2.4227244999999997,0.11638293,0.24,-5.87435,0.36486885,8.85,6.44,7.83,6.74,7.92,,6.561,3.3139999999999996,3.48,4.98,5.19,4.2469997,5.75,5.8349996,5.91,7.56,7.64,5.28,6.55,4.51,4.584,2.25,2.48,1.984,1.06,1.79,1.8,0.72
03343624+2035575,Pleiades,-999.9,-999.9,2849.6685,5626.0,22.0,4.1402206,0.030633322999999997,-0.15041076,-20.137398,0.56568545,8.09,6.0,7.59,6.31,7.4,7.3,6.38,3.1039999999999996,3.3200002,4.88,4.86,3.9499998,5.44,5.375,5.18,7.32,7.26,4.74,6.07,4.0,4.644,1.76,,1.9699999,1.54,1.4100001,1.42,
03461269+2307428,Pleiades,-999.9,-999.9,2314.7517,5981.0,46.0,4.263257,0.03550971,0.099310346,-6.2376002999999995,0.56568545,8.26,6.23,7.5,6.49,7.5,7.48,6.54,3.464,3.48,4.99,4.9700003,4.16,5.72,5.7400002,5.5,7.56,7.58,4.94,6.37,4.15,4.704,2.13,,2.15,1.41,1.4200001,1.53,
03444485+2044528,Pleiades,-999.9,-999.9,3192.8914,6935.0,0.0,4.21,0.0,-0.12,11.870399,0.4,,,,,,,,,,,,,,,,,,,,,,2.07,,,,1.5100001,,
03580169+2040365,Pleiades,-999.9,-999.9,5904.4224,6259.0,0.0,3.93,0.0,-0.19,14.3131,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16291158-2501595,Rho_Oph,247.29824999999576,-25.033194444444018,74.88334,4597.0,3.0,2.7050287999999996,0.0050558336,0.19292672,-87.3516,0.36540595,,,7.7999997,6.92,,,,3.13,3.5900002,5.24,,4.5499997,5.85,5.89,,7.6,7.68,5.45,6.55,,,2.09,2.82,,1.03,1.97,,0.64
16285779-2428046,Rho_Oph,247.2407916666625,-24.46794444444404,56.297523,5771.0,3.0,4.473367700000002,0.23989266,0.20467886,-74.56934,0.3657856,,6.16,7.509999799999999,6.43,7.52,,6.51,,3.7900002,4.99,5.2000003,4.18,5.7,6.13,,7.5,7.76,,6.39,,,2.26,,2.1000001,,,,
16262138-2459123,Rho_Oph,246.5890833333292,-24.98674999999957,105.89568,5116.0,16.0,2.9886801,0.023343557,-0.07199742,-46.41185,0.364645,,6.24,7.41,6.2999997,,,6.37,2.97,3.39,4.84,,4.0,5.54,5.44,,7.36,7.39,4.86,6.1,,,2.01,2.46,,0.87,1.62,,0.33
16293171-2500120,Rho_Oph,247.3821249999958,-25.00333333333291,74.098885,3897.0,0.0,1.61,0.0,-0.08,-29.904148,0.36610225,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16285929-2449089,Rho_Oph,247.24704166666248,-24.819138888888467,59.257495999999996,5789.0,8.0,4.261211,0.009746119000000001,0.07186619,30.65055,0.36535642,,6.14,7.61,6.5099998,7.53,,6.53,,3.5600002,5.06,5.09,4.16,5.75,5.67,,7.54,7.59,4.97,6.33,,,2.25,,2.15,,,,
16272291-2453412,Rho_Oph,246.8454583333292,-24.894777777777357,55.858734,5862.0,51.0,4.26129,0.020387132,0.25001799999999996,37.342453000000006,0.36554899999999996,,6.5099998,7.77,6.67,7.69,,6.61,,3.69,5.17,5.0,4.36,5.83,5.73,,7.69,7.65,5.29,6.53,,,2.23,,2.1000001,,,,
16265752-2446060,Rho_Oph,246.7396666666625,-24.768333333332915,20.14053,4104.0,0.0,4.57,0.0,-0.17,41.58545,0.3839425,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16261089-2452154,Rho_Oph,246.54537499999591,-24.870944444444017,81.733574,4515.0,69.0,1.4965487,0.009191713,-1.2384620000000002,80.2176,0.36514359999999996,,4.67,6.5299997,5.18,,,5.48,,2.18,4.05,,3.01,4.38,,,6.13,6.13,3.84,4.94,,,0.82,1.79,,-0.3,0.39,,-0.71999997
17524864-2930433,Rup134,268.2026666666622,-29.51202777777728,60.67691800000001,4879.0,59.0,3.2200978,0.11548352,-0.07400000000000001,-94.37145,0.36529496,8.43,6.01,7.42,6.21,7.47,7.56,6.2410000000000005,2.964,3.17,4.75,4.96,3.897,5.4,5.535,5.14,7.27,7.41,4.76,6.1,3.95,4.674000299999999,2.09,2.33,1.974,1.04,1.54,1.65,
17523684-2932042,Rup134,268.1534999999954,-29.534499999999515,93.43868,4796.0,59.0,2.8388932000000002,0.11468648,0.13,-60.38775,0.36472723,8.23,6.38,7.6,6.51,7.68,7.46,6.471,3.2039999999999997,3.44,4.95,5.08,4.197,5.68,5.6949997,5.57,7.53,7.6,5.05,6.39,4.33,4.7139999999999995,2.29,2.6,2.2940001,1.11,1.79,1.71,0.6
17524742-2931471,Rup134,268.19758333332885,-29.52974999999949,80.27228000000002,4993.0,59.0,3.0368176,0.11473904,0.03,-57.5951,0.36501786,8.27,6.32,7.44,6.49,7.45,7.41,6.3210000000000015,3.4139999999999997,3.26,5.03,4.84,4.377,5.67,5.605,5.45,7.47,7.41,5.0,6.29,4.17,4.224,2.04,2.68,2.0740001,,1.76,1.39,0.31
17525217-2930068,Rup134,268.2173749999955,-29.50188888888839,68.30785999999999,4875.0,59.0,2.9450097,0.11629372,0.17,3.55215,0.3652023,8.34,6.59,7.68,6.57,7.7,7.55,6.481,3.324,3.48,4.96,5.24,4.187,5.69,5.7349997,5.51,7.53,7.63,5.08,6.43,4.39,4.7139999999999995,2.23,2.53,2.204,1.04,1.74,1.68,0.58
17530260-2932078,Rup134,268.26083333332883,-29.53549999999949,48.715508,4419.0,67.0,2.4621277000000004,0.119617335,-0.15,7.34575,0.36625898,,6.05,7.53,6.5,7.55,7.63,6.2810000000000015,3.134,3.34,4.91,5.12,4.077,5.43,5.605,5.3,7.25,7.32,4.97,6.2,4.26,4.574,2.08,2.26,1.8640001,0.84,1.24,1.63,0.43
17524243-2932183,Rup134,268.1767916666621,-29.538416666666173,37.955814000000004,4887.0,68.0,2.8346987,0.12138162599999999,0.28,11.09085,0.36839083,8.51,6.28,7.76,6.81,7.77,7.93,6.601,3.5639999999999996,3.68,5.15,5.21,4.377,5.95,5.5449996,5.68,7.69,7.8,5.19,6.5,4.34,,2.52,2.76,1.994,1.13,1.9199998,1.92,0.59
17522788-2936245,Rup134,268.11616666666214,-29.606805555555052,70.42687,4324.0,59.0,2.3211042999999996,0.11512748,0.09,32.638054,0.36547902,8.54,6.45,7.69,6.61,7.87,,6.541,3.2239999999999998,3.4,4.91,5.08,4.167,5.67,5.855,,7.52,7.6,5.24,6.56,4.59,4.534,2.28,2.44,2.2940001,0.96,1.75,1.61,0.71
17525156-2928273,Rup134,268.21483333332884,-29.4742499999995,101.25783,4452.0,59.0,2.4383235,0.11452909,0.10818900000000001,54.37805,0.36472008,,6.31,7.77,6.69,7.88,7.86,6.541,3.2939999999999996,3.44,4.99,5.16,4.2469997,5.66,5.7349997,5.63,7.51,7.58,5.23,6.51,4.58,4.704,2.11,2.35,2.2840002,0.95,1.76,1.7,0.71
10450823-5940495,Trumpler14,161.2842916666639,-59.68041666666565,313.69183,27746.0,1000.0,3.8713992,0.3,0.0,-967.8302,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10444177-5946563,Trumpler14,161.17404166666398,-59.78230555555457,351.31793,37166.0,1000.0,3.6110427000000014,0.45,0.0,-117.41469599999999,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10431575-5951055,Trumpler14,160.81562499999728,-59.851527777776774,361.29677999999996,26500.0,1000.0,3.7,0.45,,-19.2191,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10443234-5944310,Trumpler14,161.13474999999727,-59.741944444443426,479.6108,38956.0,1000.0,3.8636364999999997,0.3,0.0,-4.5267,0.31148946,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10444523-5954416,Trumpler14,161.18845833333054,-59.91155555555454,317.5057,37500.0,1000.0,3.7438269999999996,0.45,0.0,-2.3077002,0.31201106,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10440043-6005599,Trumpler14,161.0017916666639,-60.09997222222121,451.7086,34228.0,1000.0,4.6728396,0.2,0.0,-0.98120004,0.31176835,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10451288-5944192,Trumpler14,161.30366666666396,-59.73866666666565,351.72873,36800.0,1000.0,4.529835,0.2,0.0,19.1546,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10432740-6005548,Trumpler14,160.86416666666392,-60.09855555555454,299.249,23888.0,750.0,4.0,0.2,0.0,23.131999999999998,0.31152916,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10440921-5934353,Trumpler14,161.0383749999973,-59.57647222222122,133.40524,37954.0,1000.0,3.6722221,0.45,0.0,28.4893,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10451271-5944460,Trumpler14,161.30295833333062,-59.7461111111101,335.7483200000001,35288.0,1000.0,4.338476999999999,0.2,0.0,34.8211,0.31162779999999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10425464-5958197,Trumpler14,160.72766666666394,-59.97213888888786,302.64477999999997,15840.0,750.0,3.354476,0.45,0.0,35.0834,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10434978-6003375,Trumpler14,160.95741666666396,-60.06041666666565,455.01697,10166.0,750.0,4.111111,0.2,0.0,35.28525,0.81339157,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10431795-6008033,Trumpler14,160.82479166666394,-60.13424999999899,330.59472999999997,32045.0,1000.0,4.007789,0.2,0.0,43.964797999999995,0.31144829999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10440727-5934305,Trumpler14,161.03029166666397,-59.57513888888789,445.30182,36430.0,1000.0,3.5,0.45,0.0,324.3669,0.27135855,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10420230-6008386,Trumpler14,160.50958333333062,-60.144055555554544,511.08547999999996,22013.0,750.0,3.7242142999999994,0.45,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10434698-6005493,Trumpler14,160.94574999999725,-60.09702777777677,284.34555,30000.0,1000.0,4.0874486,0.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10444730-5943532,Trumpler14,161.19708333333062,-59.731444444443426,454.39385999999996,35308.0,1000.0,4.336419599999998,0.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12392584-6038279,Trumpler20,189.85770833333007,-60.64108333333232,54.59198000000001,4969.0,67.0,3.1307867000000003,0.11783610000000001,0.254128,-42.0942,0.36563090000000004,,6.25,7.55,6.45,7.66,7.73,6.471,3.2239999999999998,3.39,4.95,5.07,4.167,5.67,5.685,5.49,7.5,7.66,5.01,6.29,4.45,4.4440002,2.45,2.68,2.334,1.27,1.7,1.68,0.5
12395424-6038370,Trumpler20,189.97608333333008,-60.643583333332316,97.4505,4857.0,57.0,2.8690052,0.11437695,0.25,-42.046448,0.3647636,8.31,6.24,7.54,6.44,7.68,7.7,6.4510000000000005,3.2039999999999997,3.41,4.91,5.12,4.077,5.66,5.725,5.49,7.52,7.61,5.0,6.34,4.21,4.604,2.31,2.52,2.3140001,1.12,1.8199999,1.75,0.6
12394049-6041006,Trumpler20,189.91879166666342,-60.68349999999897,69.359085,4850.0,58.0,2.8521669999999997,0.1158086,0.131,-41.938896,0.36514327,8.4,6.31,7.54,6.41,7.63,7.64,6.4110002999999995,3.194,3.32,4.89,5.1,4.077,5.67,5.7349997,5.47,7.49,7.6,4.98,6.33,4.22,4.763999999999999,2.28,2.61,2.414,1.12,1.76,1.73,0.54
12383657-6045300,Trumpler20,189.6524583333301,-60.7583333333323,39.54514,4739.0,67.0,2.7341328,0.12032638,0.12030999999999999,-41.6396,0.36635965,8.18,6.27,7.61,6.48,7.59,7.97,6.461,3.234,3.42,4.93,5.14,4.167,5.66,5.765,5.54,7.51,7.62,4.99,6.38,4.38,4.634000299999999,2.36,2.57,2.404,1.15,1.78,1.87,0.51
12395973-6035072,Trumpler20,189.99895833333008,-60.5853333333323,116.53733999999999,4821.0,58.0,2.7956792999999998,0.11305536,0.23,-41.217,0.36455658,8.22,6.3,7.54,6.41,7.65,7.55,6.4510000000000005,3.1239999999999997,3.38,4.89,5.09,4.067,5.65,5.7349997,5.48,7.51,7.6,4.97,6.34,4.19,4.624,2.31,2.54,2.3140001,1.08,1.9099998,1.75,0.6
12391113-6036528,Trumpler20,189.79641666666345,-60.61463888888785,69.89147,4876.0,57.0,2.9972026,0.11449144,0.155,-41.18125,0.36507103,8.35,6.36,7.57,6.43,7.7,7.68,6.471,3.2239999999999998,3.41,4.89,5.14,4.087,5.67,5.7549996,5.51,7.53,7.63,4.97,6.37,4.23,4.664,2.3,2.48,2.2640000000000002,0.99,1.9299998,1.73,0.55
12394742-6038411,Trumpler20,189.94758333333013,-60.64474999999897,68.77035500000001,4863.0,58.0,2.8361247000000005,0.115732156,0.0983572,-38.38705,0.36514017,8.2,6.34,7.53,6.37,7.65,7.57,6.421,3.1639999999999997,3.24,4.85,5.07,4.007,5.64,5.665,5.41,7.47,7.59,4.91,6.31,4.11,4.564,2.25,2.58,2.184,1.02,1.8599999,1.61,0.47
12395654-6039012,Trumpler20,189.9856249999968,-60.65030555555453,80.31235500000003,4874.0,58.0,2.9630272,0.113995224,0.275174,-38.0047,0.3649063,8.18,6.4,7.61,6.43,7.77,7.77,6.481,3.2539999999999996,3.46,4.96,5.16,4.127,5.73,5.845,5.52,7.56,7.68,5.04,6.41,4.32,4.7139999999999995,2.42,2.61,2.374,1.11,1.96,1.79,0.77
12395566-6035233,Trumpler20,189.98204166666343,-60.58980555555454,49.54672,5993.0,60.0,3.823053,0.119768776,0.33,-37.960648,0.36761528,8.21,6.35,7.66,6.41,7.59,7.6,6.561,3.4739999999999998,3.4,5.13,5.15,4.2869997,5.86,5.745,5.59,7.62,7.69,5.17,6.33,4.38,4.824,2.41,,2.5440001,,2.09,1.85,
12394121-6040040,Trumpler20,189.9217499999968,-60.667777777776756,78.42045999999998,4982.0,58.0,3.0514040000000002,0.11444466,0.205217,-37.897896,0.3649438,8.37,6.41,7.6,6.45,7.67,7.54,6.551,3.2739999999999996,3.47,4.99,5.17,4.167,5.73,5.7149997,5.54,7.58,7.63,5.01,6.39,4.15,4.7139999999999995,2.37,2.63,2.414,1.13,1.95,1.72,0.56
12394475-6038339,Trumpler20,189.93645833333008,-60.642749999998976,77.57016,4772.0,58.0,2.7786539,0.11506356,0.131,-37.83355,0.36496875,8.34,6.32,7.55,6.4,7.7,7.6,6.431,3.134,3.3,4.86,5.1,3.9970002,5.63,5.7549996,5.39,7.51,7.64,4.97,6.34,4.28,4.624,2.31,2.51,2.2840002,1.07,1.8399999,1.72,0.61
12400278-6041192,Trumpler20,190.01158333333007,-60.68866666666563,59.67494,4864.0,58.0,2.9178886000000004,0.11768305,0.12,-37.5961,0.3653745,8.19,6.3,7.54,6.39,7.64,7.64,6.421,3.194,3.27,4.85,5.06,4.007,5.62,5.725,5.44,7.47,7.59,4.93,6.3,4.36,4.4440002,2.26,2.46,2.214,1.08,1.8199999,1.63,0.49
12393131-6039423,Trumpler20,189.88049999999683,-60.66172222222119,83.07983,4933.0,58.0,3.041235,0.11506908,0.137184,-35.51805,0.36499336,8.22,6.32,7.56,6.47,7.61,7.59,6.4910000000000005,3.264,3.39,4.92,5.09,4.157,5.69,5.685,5.45,7.49,7.58,4.96,6.28,4.29,4.6940002,2.31,2.58,2.354,0.99,1.81,1.66,0.55
16004973-5331459,Trumpler23,240.2072083333293,-53.52941666666578,72.782455,4388.0,58.0,2.571887,0.11553246,0.17,-10.395949,0.36525133,8.49,6.42,7.9,6.72,7.97,,6.4110002999999995,3.324,3.49,4.97,5.15,4.2469997,5.75,5.975,,7.52,7.71,5.37,6.6,4.73,4.484,2.28,2.41,2.254,0.9,1.72,1.6,0.69
16005072-5335536,Trumpler23,240.21133333332926,-53.59822222222131,50.09243,4771.0,66.0,2.9907958999999997,0.11869935,0.32,-9.080950999999999,0.36582515,9.3,6.49,7.74,6.58,7.86,7.84,6.471,3.284,3.55,4.94,5.32,4.167,5.84,5.9649997,5.65,7.62,7.79,5.2,6.53,4.52,4.854,2.43,2.58,2.144,1.07,2.1699998,1.68,0.66
08093304-4737066,gamma2_Vel,122.38766666666456,-47.6184999999992,199.74905,5680.0,56.0,4.3184733,0.07736834,0.008473406,-27.947547999999998,0.36930722,8.08,6.05,7.23,6.33,7.27,7.26,6.33,3.5439999999999996,3.15,5.06,4.8,4.09,5.66,5.515,5.47,7.45,7.36,4.87,6.03,3.94,4.274,2.1,3.05,2.0800002,1.57,2.36,1.65,
08073237-4722119,gamma2_Vel,121.88487499999792,-47.36997222222144,173.04124,7276.0,0.0,4.13,0.0,0.0,-16.6336,0.32584816,7.74,6.42,7.34,6.43,7.33,8.01,5.9110002999999995,,2.62,5.32,4.68,4.907,5.51,5.8149996,5.12,7.53,7.81,5.43,6.27,4.34,5.4040003,3.81,,3.9440002,,2.1399999,2.24,1.0
08115451-4655430,gamma2_Vel,122.9771249999979,-46.92861111111033,241.07115,6532.0,13.0,4.0730762,0.06416027,-0.044598524,-6.37615,0.36429185,8.09,6.04,7.45,6.1499996,7.37,7.47,6.4900002,,3.18,4.89,4.7400002,4.2869997,5.43,5.37,5.34,7.42,7.38,4.89,6.07,3.88,4.384000299999999,2.01,,2.3000002,1.1,,1.42,0.22
08103648-4659502,gamma2_Vel,122.65199999999793,-46.997277777776965,166.30711000000005,4905.0,30.0,2.7137659,0.09532291400000001,-0.016145477,-1.9339001,0.36427423,7.98,6.23,7.5,6.3599997,7.48,7.33,6.4100003,2.97,3.44,4.85,4.94,4.04,5.54,5.4900002,5.35,7.44,7.47,4.89,6.19,4.14,4.574,2.1,2.64,2.2740002,1.0,1.7,1.67,0.38
08111229-4704491,gamma2_Vel,122.80120833333125,-47.08030555555475,159.22862,4733.0,70.0,2.6031044,0.106745034,-0.33969292,-1.6707001,0.36429605,7.88,6.08,7.2799997,6.21,7.29,7.17,6.19,2.83,3.25,4.7,4.75,3.8999998999999996,5.25,5.23,5.03,7.16,7.2,4.74,5.93,4.01,4.424000299999999,1.7,2.26,1.7340001,0.63,1.34,1.37,0.120000005
08104495-4723015,gamma2_Vel,122.6872916666646,-47.383749999999196,153.93993,4873.0,25.0,2.6847227000000005,0.06394306599999999,-0.06200041,-1.36885,0.36437777,7.97,6.2,7.47,6.3399997,7.42,7.28,6.33,2.99,3.38,4.91,4.93,4.06,5.46,5.4700003,5.31,7.38,7.42,4.86,6.13,4.11,4.6540003,2.04,2.57,2.184,0.95,1.6600001,1.55,0.38
08103799-4723323,gamma2_Vel,122.6582916666646,-47.39230555555475,204.6625,6868.0,177.0,3.9528747,0.19012758,-0.4836357,-1.1034,0.36980218,7.82,5.72,7.16,,6.99,7.52,6.081,4.093999999999999,2.75,4.89,4.52,4.837,5.01,5.165,4.83,7.05,7.13,5.0,5.57,3.45,3.9840002,1.84,,1.764,,,1.35,
